"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"LCN15",2.25897345095688,7.25315173106831,5.75658426664197,2.42004792045323e-07,9.3577227200321e-07,6.05418628172848,"Upregulated"
"CST1",1.01404424413761,4.29825950023172,5.46135810368019,7.67840091586646e-07,2.78799985739439e-06,4.92014102086898,"Upregulated"
"CTHRC1",1.09304754912723,5.53530865538709,5.46092685514805,7.6912563295936e-07,2.79211482748905e-06,4.91850029626953,"Upregulated"
"EPDR1",1.23022505573024,7.21147012085332,5.40554724899956,9.53097794038669e-07,3.41335941079266e-06,4.70821195791346,"Upregulated"
"SERPINA3",1.29139207235813,6.20719105124319,5.40198094267175,9.66328544197888e-07,3.45871692048971e-06,4.69469799547457,"Upregulated"
"AXDND1",1.50863625025289,5.62848189125696,5.3737078473063,1.07781735187056e-06,3.83307547669305e-06,4.5876835720059,"Upregulated"
"APOLD1",1.09622607429521,5.64731216182777,5.37236373080622,1.08342161785102e-06,3.85151239995886e-06,4.5826014845006,"Upregulated"
"CSGALNACT1",1.05375549908073,5.18804838900135,5.31533829228734,1.34952078441159e-06,4.75325738162254e-06,4.36744986158179,"Upregulated"
"LPL",1.19402257014002,4.67549996550131,5.25519402070467,1.69980801478975e-06,5.89867152152205e-06,4.1415268890916,"Upregulated"
"IL13RA2",1.11058300882292,4.27658225163318,5.21837809940636,1.95681825297913e-06,6.72690660911664e-06,4.00375105516065,"Upregulated"
"DMBT1",1.85532156425186,8.99107217829335,5.08839519830195,3.20779421148234e-06,1.06713125047317e-05,3.52058240857446,"Upregulated"
"HS6ST2",1.1792277643672,4.18654165781332,4.96564622117849,5.09388641367294e-06,1.64881533404098e-05,3.06919972361787,"Upregulated"
"PCSK1",1.87616806269175,6.6344312900264,4.53104102217244,2.52287620705665e-05,7.38658199831081e-05,1.51356923113176,"Upregulated"
"REG3A",1.27884565994879,4.9342184833667,4.4883412498895,2.94218297505477e-05,8.54332421825593e-05,1.36463456077951,"Upregulated"
"UBD",1.26764525366565,7.76717576161576,4.34370512335001,4.92816311983417e-05,0.000138644748608312,0.8658062958463,"Upregulated"
"REG1B",2.44715568641254,5.44653868541549,4.24437491451367,6.99064609983824e-05,0.000192507724520773,0.528485156300039,"Upregulated"
"REG1A",2.48042140662405,6.6652108296737,4.02419773637412,0.00014957952828186,0.000393924260294273,-0.203040073505647,"Upregulated"
"CPS1",1.0111389389002,4.85189635036457,3.72714354414535,0.00040363168608829,0.000998867240974124,-1.15186206437782,"Upregulated"
"ABCA8",-4.70255075706427,6.17524656123494,-36.7226082454727,1.06660546775938e-45,1.95615442787071e-41,93.3773465900173,"Downregulated"
"GUCA2B",-4.72746117281431,7.64278205341876,-27.9575458464631,2.4286787515767e-38,8.90839366078335e-35,76.9709687800551,"Downregulated"
"CHGA",-3.9413136601253,8.52421002946743,-27.0388341167752,1.85596638736208e-37,5.67307059070343e-34,74.9791007290897,"Downregulated"
"LPAR1",-1.50784454405426,6.88894446659366,-26.1931944532569,1.27059641831934e-36,3.02822895835137e-33,73.0913976354269,"Downregulated"
"ABCG2",-4.46497457830654,6.6991733605475,-25.980749469785,2.07683252519474e-36,4.23212316800794e-33,72.6086975135972,"Downregulated"
"EDN3",-2.54441557482242,6.10077548364107,-25.1805484186577,1.3623138723404e-35,2.27134876533844e-32,70.7590135740147,"Downregulated"
"PAG1",-2.33278604751283,7.75482446536314,-24.9839889721392,2.17857100774144e-35,3.32958269016484e-32,70.2968716847203,"Downregulated"
"ADAMDEC1",-3.97562061122172,10.1267957209166,-24.1996571481525,1.46190730432739e-34,1.78742533075763e-31,68.4212065192189,"Downregulated"
"AQP8",-5.62062459800327,9.14185518114941,-24.0756972615388,1.98402623228592e-34,2.27419006875773e-31,68.1200527825932,"Downregulated"
"PYY",-3.86427343717343,6.72691718981078,-22.9370756085752,3.48208256251872e-33,3.19306970982966e-30,65.2913911168069,"Downregulated"
"GCG",-6.64192818372477,7.4768196232602,-22.3917377758527,1.42889916611069e-32,1.16494373462545e-29,63.8954108275084,"Downregulated"
"APPL2",-1.48484060040632,8.63344944328735,-22.3294209267127,1.68190735602293e-32,1.28525753789419e-29,63.7341365514062,"Downregulated"
"HAPLN1",-1.76787705159809,5.2191159973845,-21.9452451957009,4.63085518401738e-32,3.26653400287995e-29,62.7318188419522,"Downregulated"
"ADH1B",-3.10491860948719,5.74073078928582,-21.8257628748308,6.3629847121263e-32,4.3221162822369e-29,62.4172245094707,"Downregulated"
"PHLPP2",-1.1853606838879,6.07788193572758,-21.6941694336271,9.04304883384485e-32,5.92319698616838e-29,62.0691516399804,"Downregulated"
"ANK2",-1.47840369925202,4.51199834818354,-21.5203505515089,1.44221839704238e-31,8.34915179549219e-29,61.6068154806208,"Downregulated"
"C2orf88",-2.60290128296649,7.80972292990449,-21.5166219811446,1.4567767582102e-31,8.34915179549219e-29,61.5968656782636,"Downregulated"
"SLC17A4",-2.68139988068842,6.72347723676346,-21.4374013659669,1.80387487003627e-31,1.00181995035261e-28,61.3851412146646,"Downregulated"
"MYLK",-1.53788701682203,7.20345557899259,-21.4266100784142,1.85724527328183e-31,1.00181995035261e-28,61.3562528391944,"Downregulated"
"MEIS1",-1.48981879956788,4.48954365380797,-21.3921307038799,2.038734539166e-31,1.06829689852298e-28,61.263874489891,"Downregulated"
"SLC4A4",-3.11156207736204,6.96489360096905,-21.2275918076209,3.18615846993719e-31,1.53774069312232e-28,60.8214200486323,"Downregulated"
"SPIB",-1.81147967015117,6.0459901363805,-21.1871030984848,3.55758504634802e-31,1.64108087259427e-28,60.7121322045278,"Downregulated"
"CDKN2B",-2.83362153711742,6.69885501056438,-21.1848766146165,3.57923854437136e-31,1.64108087259427e-28,60.7061177092054,"Downregulated"
"TSPAN7",-2.40600938499211,8.55713427873597,-21.1716096254657,3.71106242789264e-31,1.66002158359881e-28,60.6702687945667,"Downregulated"
"SST",-5.19848093797478,7.38900557880665,-20.9950437892824,6.01517338339091e-31,2.62662571074736e-28,60.1914933881124,"Downregulated"
"GNA11",-1.06024640697186,8.87463014718076,-20.9209128093762,7.37399515680845e-31,3.14509467850853e-28,59.9895473467208,"Downregulated"
"CXCL12",-2.22870557991427,7.09296025231073,-20.4632948334682,2.62382061241719e-30,1.00251812566107e-27,58.730550285269,"Downregulated"
"TRPM6",-2.80779090162113,6.32769270223216,-20.4380145217921,2.8161062691541e-30,1.05402834645482e-27,58.6603728966338,"Downregulated"
"PCK1",-4.31238235550398,8.82867821380557,-20.3389319710108,3.71791976368879e-30,1.3423875301751e-27,58.3846841996606,"Downregulated"
"TMCC3",-1.98451206342829,7.81017220873916,-20.3122261651483,4.0076752833389e-30,1.41347624416222e-27,58.3102030665431,"Downregulated"
"PRDX6",-1.32422714537967,11.1128258953177,-20.2825044565893,4.35714942476576e-30,1.50773812170196e-27,58.2272233734072,"Downregulated"
"IL6R",-1.51366332737788,5.52639142026978,-20.2450585716224,4.84176705549673e-30,1.61450923268745e-27,58.1225474180479,"Downregulated"
"CLDN23",-1.9389259047037,5.9810914742293,-20.1090634805306,7.10990325396555e-30,2.27306805731251e-27,57.7411528384768,"Downregulated"
"UGP2",-1.00657994050176,8.24749758071806,-20.1057580156713,7.17677802796634e-30,2.27306805731251e-27,57.7318585718127,"Downregulated"
"FBLN1",-1.18077102378914,5.60876606000493,-20.0396609952549,8.65630468938856e-30,2.60256767218666e-27,57.545766029909,"Downregulated"
"SECTM1",-2.22294440862973,7.99413105521765,-19.9449352164567,1.13326751547935e-29,3.35227842482117e-27,57.2782657925401,"Downregulated"
"GLTP",-1.06016131522634,8.81580016608611,-19.9303138488846,1.18148325232427e-29,3.38568794494172e-27,57.2368911440404,"Downregulated"
"CNNM2",-1.26983615000211,5.67117481361148,-19.8486419919062,1.49169165030928e-29,4.20886536410341e-27,57.0053629903139,"Downregulated"
"EDIL3",-1.80136150416282,6.85895665112521,-19.7461353428653,2.00070935753815e-29,5.55954691170451e-27,56.7137639862317,"Downregulated"
"MAMDC2",-2.54994018609156,4.69946742677112,-19.6517781135498,2.62404435137256e-29,7.07720197120186e-27,56.4443519291658,"Downregulated"
"SCNN1B",-3.09725467558634,6.45938537647786,-19.6030968418782,3.01924458704412e-29,7.91042081805559e-27,56.3049807267354,"Downregulated"
"SEMA6D",-1.42793992648533,5.56333600364647,-19.465137092859,4.49933428434356e-29,1.16222240527973e-26,55.9086190822581,"Downregulated"
"ASPN",-2.38267733476045,5.34711692025316,-19.2948683901394,7.38200032333735e-29,1.85460117712338e-26,55.4165787507456,"Downregulated"
"SETBP1",-1.61081789972346,5.10997676686002,-19.24647948274,8.50210407020718e-29,2.02504660581298e-26,55.2761662858439,"Downregulated"
"SCARA5",-1.46268791960356,6.35724744445482,-19.1582542718524,1.10069382965933e-28,2.55528162480406e-26,55.0194962083997,"Downregulated"
"GUCA1B",-1.69885653920373,6.39104429158193,-19.0634299535845,1.45411349849323e-28,3.33355519529572e-26,54.7426697173676,"Downregulated"
"SYNE3",-2.00421064127122,6.41797323764371,-18.9464138157533,2.05310612365698e-28,4.59194711071574e-26,54.3996826539125,"Downregulated"
"TP53INP2",-2.39518993214083,8.22946216627016,-18.7358185905428,3.83403594363388e-28,8.37097847693397e-26,53.7785532407173,"Downregulated"
"CP",-1.32559057080682,4.48787231584691,-18.6463496424856,5.00642741671211e-28,1.08021033908824e-25,53.5131648481585,"Downregulated"
"CPNE8",-2.33077044607455,5.46270498454483,-18.6346236563795,5.18492639542996e-28,1.10571569874634e-25,53.4783154811588,"Downregulated"
"COLEC12",-1.80504734689316,5.52869787637832,-18.4274832741138,9.65154429949822e-28,1.94515738959118e-25,52.8601262852217,"Downregulated"
"PTPRR",-2.84396682058579,6.02822415305163,-18.2663641925367,1.57009655295031e-27,2.99953862303215e-25,52.3758962281928,"Downregulated"
"CCL14",-1.37697293016002,7.16015981821361,-18.2534969121139,1.63251746193489e-27,3.08663610844184e-25,52.3370961529747,"Downregulated"
"MAB21L2",-1.97651355346141,5.04270526328106,-18.2374002659213,1.71415475601145e-27,3.20791818625e-25,52.2885313850432,"Downregulated"
"DHRS11",-2.41032758591555,9.08591345769932,-18.1152476656422,2.48475146781712e-27,4.6030648403804e-25,51.9190134473644,"Downregulated"
"PDCD4",-1.33054715861516,9.43112321586463,-18.1005974715428,2.59817965410632e-27,4.76506148563099e-25,51.8745799302459,"Downregulated"
"PCDH7",-1.45305087439393,5.12264475877842,-18.0310934753584,3.21207322661901e-27,5.71936145399928e-25,51.6634374375618,"Downregulated"
"GPX3",-1.82401696275362,7.74478427191144,-17.9246722905125,4.44928159861613e-27,7.69809665269999e-25,51.3390569127773,"Downregulated"
"MAOA",-1.35517071806856,9.89180285991699,-17.903410979505,4.74927449968373e-27,8.14034526394389e-25,51.274092287967,"Downregulated"
"PLPP1",-1.39305696637564,9.12038206819232,-17.8512370076448,5.57519764356011e-27,9.21163286332365e-25,51.1144488808826,"Downregulated"
"MGAT4A",-1.48163616134378,7.48759141977519,-17.7875976476468,6.78231629111264e-27,1.11060429266969e-24,50.9192913201782,"Downregulated"
"TMEM171",-1.50180746761843,7.14544981398051,-17.7792290244588,6.95962848085951e-27,1.12955386140676e-24,50.8935925688545,"Downregulated"
"CA7",-2.15058207438346,6.55005667525686,-17.7017536137257,8.84125070312468e-27,1.38588493927613e-24,50.6552861387885,"Downregulated"
"CA4",-4.71185187670689,8.65405071405808,-17.6812753508873,9.4196296390518e-27,1.46403396254415e-24,50.5921788746739,"Downregulated"
"MFAP4",-1.73226384550394,6.37490790774131,-17.649674400938,1.03882528162967e-26,1.58767130542402e-24,50.4946979755033,"Downregulated"
"TCF21",-1.57321651462109,5.72618744159173,-17.5357977622673,1.4795886159255e-26,2.24261613355981e-24,50.1424370142658,"Downregulated"
"MAF",-1.29271986772899,5.9553477676641,-17.3785588365665,2.41712787567325e-26,3.43644381704243e-24,49.6535074083373,"Downregulated"
"NR5A2",-2.18370628765857,5.78853669631156,-17.3706262371975,2.47791518805494e-26,3.49576650376366e-24,49.6287630623361,"Downregulated"
"TMEM140",-1.82712912961143,6.62877311438816,-17.3282095856091,2.83021250299962e-26,3.87358935112038e-24,49.4963240135066,"Downregulated"
"CES2",-1.99282930718034,10.532697049589,-17.3222967733367,2.88319571172462e-26,3.91687476689107e-24,49.4778451149168,"Downregulated"
"CA1",-3.23864989939011,7.25647090976516,-17.2719734594871,3.37677325481619e-26,4.5204395250605e-24,49.3204035076547,"Downregulated"
"CFH",-2.12383511359164,5.28345584509961,-17.2412440183458,3.7193933567978e-26,4.90745857292602e-24,49.2241138182458,"Downregulated"
"CLCN2",-1.29253258874678,6.31281865776564,-17.1136590356896,5.56214789739255e-26,6.93944166246119e-24,48.8231146961394,"Downregulated"
"NDN",-2.26159773875818,6.89695933215492,-16.9699348029927,8.77242577749546e-26,1.07977375006219e-23,48.3690335800252,"Downregulated"
"FXYD1",-1.24067330127604,5.64787630105226,-16.9463262592641,9.45638499830665e-26,1.15620067245963e-23,48.294205312031,"Downregulated"
"LRRC19",-1.58078976183242,8.70960725142972,-16.9060953154746,1.07486468460872e-25,1.30549790170357e-23,48.1665354459907,"Downregulated"
"MXI1",-1.45010524048099,10.4779474024501,-16.8991960150813,1.09875806794667e-25,1.32573835303566e-23,48.1446212424135,"Downregulated"
"TBC1D9",-1.57830285609573,5.75766714635675,-16.8878679013445,1.13916057942777e-25,1.3566366900458e-23,48.1086272488576,"Downregulated"
"TPH1",-2.52545723136663,4.85826595160167,-16.8520683850405,1.27699777802775e-25,1.49684000568541e-23,47.9947748761968,"Downregulated"
"NR3C1",-2.02691635565017,6.46368432531402,-16.8269635450173,1.38361717499918e-25,1.60604677148638e-23,47.9148412447249,"Downregulated"
"CNNM4",-1.19075389746615,7.94719909972803,-16.8223896266108,1.40399146259966e-25,1.6194467562313e-23,47.9002696319095,"Downregulated"
"NAAA",-1.35024523812331,7.6943826674185,-16.713023610903,1.99290231918495e-25,2.18861248705701e-23,47.5510885979081,"Downregulated"
"LIFR",-1.03438797312381,4.72304759731329,-16.7102797327153,2.01053008491991e-25,2.19482867603757e-23,47.5423091705975,"Downregulated"
"LINC01082",-1.40822265520981,6.46700908862525,-16.6940789729205,2.11787365221572e-25,2.29833152554061e-23,47.4904537134052,"Downregulated"
"HSD17B2",-2.48724349821683,8.95897624461857,-16.6881381454604,2.15867391770121e-25,2.30174881689769e-23,47.4714302167022,"Downregulated"
"CFHR1",-2.13989826375628,6.90346331835377,-16.6836349232062,2.19013011771478e-25,2.32179111901092e-23,47.4570072787623,"Downregulated"
"LYPD8",-2.81266609155967,10.5575045947413,-16.6378147536283,2.53780411584233e-25,2.62956652455075e-23,47.3101126165889,"Downregulated"
"CLIC5",-1.3746504848367,7.40645392010633,-16.6124225891671,2.75401062186201e-25,2.82170697234354e-23,47.2285968216127,"Downregulated"
"SLC51B",-2.76389024624894,8.05011026710184,-16.5521583769425,3.34481340121673e-25,3.38916451813894e-23,47.0348143426943,"Downregulated"
"SCGN",-2.29476928389621,5.72842116762741,-16.537338672126,3.50879139787696e-25,3.51646088727123e-23,46.9870922673114,"Downregulated"
"HPGD",-2.39355979388532,9.05653890828163,-16.3912847619414,5.63150946092403e-25,5.43588860596562e-23,46.5153205456371,"Downregulated"
"ACSS2",-1.01191895510641,9.02931105242797,-16.3492531124652,6.45598535029244e-25,6.16681100647726e-23,46.3790635074052,"Downregulated"
"SLC25A34",-1.33851938111994,5.68314788344212,-16.3209872515064,7.07813708122903e-25,6.69139350874951e-23,46.2873086288301,"Downregulated"
"PLP1",-2.22724918085322,4.67327682380195,-16.300925100014,7.55621483389458e-25,7.07045816600135e-23,46.2221238523399,"Downregulated"
"BEST4",-2.89123518273539,5.14576085950005,-16.2696919332143,8.36637838876592e-25,7.7494636186852e-23,46.1205431870905,"Downregulated"
"CA12",-1.01072475986568,8.725228515159,-16.2612287815771,8.60066674061662e-25,7.92644361924165e-23,46.0929972831563,"Downregulated"
"VIPR1",-1.50109981613605,8.42120812966568,-16.2417254247919,9.16617589680978e-25,8.40538329737457e-23,46.0294836919801,"Downregulated"
"BTNL3",-1.43902710614184,8.37887280402129,-16.1535094349485,1.22329648154873e-24,1.10518509712333e-22,45.7416115162276,"Downregulated"
"ITM2C",-1.28345821381321,11.4511744706787,-16.1170390195863,1.37870774925595e-24,1.23948530006638e-22,45.6223148202677,"Downregulated"
"ABI3BP",-2.69594587602363,5.93389807653364,-16.1082957445554,1.41884429720765e-24,1.26934655662382e-22,45.5936903679328,"Downregulated"
"IGF1",-1.31987647436611,6.21678705425025,-16.0691839231655,1.61336976270977e-24,1.4294300216472e-22,45.4655256916634,"Downregulated"
"FGL2",-1.79316587273521,7.88312341534836,-15.9050256369442,2.77218264356094e-24,2.34294146004183e-22,44.9255054310164,"Downregulated"
"GPC6",-1.29231025977452,5.75197121326724,-15.8976701931861,2.84046319465765e-24,2.38439722364487e-22,44.9012294170089,"Downregulated"
"AOC3",-1.7841914058639,5.51559124701833,-15.8660491316231,3.15392342920976e-24,2.62004618244912e-22,44.7967891651764,"Downregulated"
"GREM2",-1.72465941273123,4.74511963300992,-15.8507089617605,3.31837306409014e-24,2.7169179462238e-22,44.7460771766208,"Downregulated"
"GPM6B",-1.38585729800955,4.83842545614948,-15.7957768670597,3.98175508680709e-24,3.2028679075457e-22,44.5642375033059,"Downregulated"
"SPARCL1",-1.93899310307574,8.79257648999261,-15.7618594766805,4.45682584577655e-24,3.55383417441486e-22,44.4517717298309,"Downregulated"
"HIGD1A",-1.17504410291999,10.5325997963008,-15.7510693897913,4.61967459512626e-24,3.66774164825176e-22,44.4159626778977,"Downregulated"
"ARHGAP15",-1.86765029597716,6.59859416803622,-15.7299065172683,4.95676422573087e-24,3.90159038197014e-22,44.3456867062842,"Downregulated"
"AMPD1",-2.19152514889353,5.53806600631317,-15.7254724512537,5.03048560700801e-24,3.94269683899687e-22,44.3309552349262,"Downregulated"
"DDR2",-1.17179320333411,6.02615822518746,-15.717532994314,5.16526958809884e-24,4.03110826577586e-22,44.3045714491913,"Downregulated"
"ZCCHC24",-1.28438437657574,6.14349936269796,-15.6855801858549,5.74568329174356e-24,4.40903060964757e-22,44.1983076674168,"Downregulated"
"TMEM72",-1.32256726260342,5.98876479605789,-15.6630288279527,6.19463616446219e-24,4.6946126965387e-22,44.1232319427854,"Downregulated"
"ZEB2",-1.70015017378306,4.63727042780714,-15.4448225534008,1.28703429099184e-23,9.40406728955789e-22,43.3934661377017,"Downregulated"
"CLEC3B",-1.75813760146944,6.77819591517341,-15.4304314563096,1.35090697336477e-23,9.83160075059914e-22,43.3451238084968,"Downregulated"
"CPM",-1.48580631601038,6.16533956392449,-15.3445487683393,1.80465180174511e-23,1.27788857312762e-21,43.0560788825205,"Downregulated"
"RETSAT",-1.0702590730068,8.78269857747387,-15.285254128579,2.20525978552408e-23,1.53781233712972e-21,42.8559684349887,"Downregulated"
"SCN7A",-1.97954400991176,4.37339411686914,-15.2751133657837,2.28228207669245e-23,1.58549444267195e-21,42.8216998799631,"Downregulated"
"CAMK2N1",-1.27126646519262,8.77595194800491,-15.2414170627136,2.55830286051e-23,1.75071919633408e-21,42.7077358781208,"Downregulated"
"TRANK1",-1.33262109689918,7.00470799311102,-15.212909884434,2.81804177450629e-23,1.88623672060019e-21,42.6112084759744,"Downregulated"
"MS4A12",-5.55525404623294,9.45653401101249,-15.208887924109,2.85677454745398e-23,1.90520891637476e-21,42.5975814447795,"Downregulated"
"SDCBP2",-1.77947894321632,9.64443682602216,-15.1972431076736,2.97198017654272e-23,1.9748592912244e-21,42.5581152979767,"Downregulated"
"CCDC80",-1.17728251355654,5.27473186525818,-15.1504107432916,3.48476676565805e-23,2.29857733796284e-21,42.3992174267068,"Downregulated"
"CA2",-3.20159116435618,11.1501249561949,-15.1092038188688,4.00956472801559e-23,2.59842463292601e-21,42.2591735284906,"Downregulated"
"SSPN",-1.20758203553907,5.78769648199252,-15.0970845498782,4.17862106374124e-23,2.69844754609205e-21,42.2179440891692,"Downregulated"
"NAALADL1",-1.20378141480991,5.67720358003529,-15.0898947004459,4.28230227129291e-23,2.74606376417874e-21,42.1934754965054,"Downregulated"
"MACIR",-1.10592075386625,8.42371690837392,-15.0450111746233,4.99102695537364e-23,3.1563942883294e-21,42.0405771966065,"Downregulated"
"PLA2G10",-1.52580631587776,8.59830414126236,-15.0255238114932,5.33460786594525e-23,3.36208619455106e-21,41.9741117952172,"Downregulated"
"CHRDL1",-1.93818880980999,4.67622663827581,-15.0234056408844,5.37336568431339e-23,3.37491529624341e-21,41.9668844257825,"Downregulated"
"KLF4",-1.20529776229631,10.2706083894795,-14.9932355745252,5.95734942925792e-23,3.70365384856238e-21,41.8638790976087,"Downregulated"
"PRIMA1",-1.14638391891685,5.55874376559408,-14.9680596284953,6.49353297800647e-23,4.0098112732875e-21,41.7778348758299,"Downregulated"
"MYH11",-1.16195786803157,6.08565289971354,-14.9293896504746,7.41374823311773e-23,4.5172140397136e-21,41.6455130440359,"Downregulated"
"PLCL2",-1.23681460621312,6.78002233798591,-14.9123559653742,7.85989998999616e-23,4.7731975435937e-21,41.5871657095994,"Downregulated"
"RAB37",-1.07889982888927,4.81519474979894,-14.8771915665575,8.86870850530684e-23,5.31542856167737e-21,41.4665950661756,"Downregulated"
"CCDC68",-1.48811042293251,6.96873848957403,-14.8727798099254,9.00419257787667e-23,5.34423598311515e-21,41.4514569192659,"Downregulated"
"SLC30A10",-2.66828145094695,4.90476604174819,-14.8428435645955,9.98049052970888e-23,5.86673706137374e-21,41.3486698350271,"Downregulated"
"SYNPO2",-1.75157209086861,6.11512138333139,-14.8382609925371,1.01391116271704e-22,5.94093633361999e-21,41.3329252276918,"Downregulated"
"RCSD1",-1.57090713063782,6.16852881999543,-14.8361115087666,1.02143893447258e-22,5.96598409497681e-21,41.3255391894211,"Downregulated"
"NHERF1",-1.24977104633488,8.70360334076267,-14.8226007821724,1.07006619555126e-22,6.21044747671207e-21,41.2791001025079,"Downregulated"
"GCNT2",-2.09936328272786,5.09433460020467,-14.8012490475137,1.15173222806583e-22,6.55986616854886e-21,41.2056618948524,"Downregulated"
"WSCD1",-1.08239826007081,5.94883042042393,-14.7631953837452,1.3132268352209e-22,7.36531503301261e-21,41.0746324358959,"Downregulated"
"RUNDC3B",-1.90029394390126,5.30185208452694,-14.5882097815271,2.4067038330076e-22,1.2906125233146e-20,40.4697008280678,"Downregulated"
"STRADB",-1.09262745560754,8.19575013122675,-14.5809921784432,2.46780206407244e-22,1.31951865466731e-20,40.444664326068,"Downregulated"
"CNRIP1",-1.39265488445558,6.34117504453915,-14.5692411910248,2.57064864180182e-22,1.37051442123969e-20,40.4038879552184,"Downregulated"
"FHL1",-1.62074264814004,7.03330246222082,-14.5634349524322,2.62305400867908e-22,1.39037024621891e-20,40.3837334946467,"Downregulated"
"KCTD12",-2.23017995733686,8.99595030979978,-14.5335598544819,2.91026916694664e-22,1.51631637846026e-20,40.2799628986591,"Downregulated"
"NKX2-3",-1.86205437990598,6.18932567258967,-14.5325684413697,2.92032724947643e-22,1.51724650865149e-20,40.2765172640182,"Downregulated"
"CHP2",-3.00777159488027,8.76291033989978,-14.4271758869793,4.21721744829853e-22,2.11321770496708e-20,39.9095021167435,"Downregulated"
"ALPI",-1.12071687249811,4.88899591791443,-14.3902895066116,4.79764300446744e-22,2.35894832981053e-20,39.7807105643516,"Downregulated"
"FAM8A1",-1.00213681038758,9.20677169557223,-14.3022567218159,6.5311057462436e-22,3.11118128275604e-20,39.472625164806,"Downregulated"
"SMPDL3A",-1.85009161140701,10.0347009316538,-14.2349784160098,8.27281907856606e-22,3.89034620258722e-20,39.2364964224586,"Downregulated"
"OGN",-2.33715061311523,4.6898524817003,-14.2264970434455,8.52342128908133e-22,3.99794236423917e-20,39.2066874407247,"Downregulated"
"RBMS3",-1.02081049648622,4.97092442658364,-14.1538683850594,1.10093528557443e-21,5.08593278021034e-20,38.9510418772636,"Downregulated"
"FGF9",-1.39879140458045,5.54374788684942,-14.1511726858498,1.1114573868425e-21,5.12164032027421e-20,38.9415401235213,"Downregulated"
"F13A1",-2.5504680692794,6.38278770559858,-14.1310604263987,1.19323669901087e-21,5.47099026496485e-20,38.8706190398972,"Downregulated"
"FBLN5",-1.02064272883372,5.96534556261139,-14.1211523870647,1.23573322917171e-21,5.63764861268885e-20,38.8356614186703,"Downregulated"
"GALNT12",-1.47245643253847,9.33793341630712,-14.0783781236417,1.43747261753045e-21,6.43006044036789e-20,38.6845988239229,"Downregulated"
"PTN",-1.14631751465652,5.7645509201944,-14.0734092620678,1.46296951850667e-21,6.51234489548845e-20,38.6670352941552,"Downregulated"
"PDE3A",-1.58614108920768,6.13544020942147,-14.0474719155304,1.60367267700747e-21,7.0027040229326e-20,38.5753020851798,"Downregulated"
"MS4A8",-1.7408865251289,6.60418738623289,-14.0110070688698,1.8249299551347e-21,7.85662332797427e-20,38.4461884894866,"Downregulated"
"DPT",-1.17416020588394,4.52330708938103,-13.9649489523075,2.14906381467085e-21,9.14474022298457e-20,38.2828609175907,"Downregulated"
"CHGB",-2.33110656620844,5.0819675597611,-13.932689090001,2.4101902239353e-21,1.02085193318645e-19,38.1682998081539,"Downregulated"
"DOCK10",-1.46847550226209,4.53888716626125,-13.8937505039161,2.76847681188974e-21,1.16453818188206e-19,38.0298415293964,"Downregulated"
"H1-2",-1.96125665124328,8.11013156303979,-13.8742068831006,2.96812616664198e-21,1.24281812548434e-19,37.9602740148458,"Downregulated"
"JAM2",-1.20573241569058,4.87581703873179,-13.8644499866064,3.07317976810829e-21,1.28095720334332e-19,37.9255248177896,"Downregulated"
"AHCYL2",-1.51014431542817,8.94535889395184,-13.839655602682,3.35736384795247e-21,1.38680299485244e-19,37.8371640790868,"Downregulated"
"DPP10-AS1",-1.74293652694944,6.25337827666294,-13.827440180156,3.50699072125407e-21,1.43567432651338e-19,37.7936021947997,"Downregulated"
"GLIPR2",-1.55434004515793,7.19284569437274,-13.8027035764428,3.83094960816776e-21,1.56132479586215e-19,37.7053288270704,"Downregulated"
"PADI2",-1.22957993739902,6.47940742653222,-13.7798408914719,4.15720726534185e-21,1.68679604527366e-19,37.6236721011271,"Downregulated"
"RGL1",-1.05072953385995,6.95502410706288,-13.7658486587546,4.37058453754771e-21,1.76168176744231e-19,37.5736638204855,"Downregulated"
"FABP4",-1.74002735851681,5.38990392803121,-13.6758015413194,6.03523455151974e-21,2.39580523105784e-19,37.2512285448658,"Downregulated"
"ANO5",-1.6605395960432,5.78667613141347,-13.6536082679611,6.53591413616854e-21,2.57782075822217e-19,37.1715989786056,"Downregulated"
"MPEG1",-1.6611967459268,8.04760957976401,-13.6432329654405,6.78417195982146e-21,2.65291500518392e-19,37.1343504823662,"Downregulated"
"DCN",-1.14682195551187,8.14359964248129,-13.6422960885238,6.80705289044649e-21,2.65619893639976e-19,37.1309863038317,"Downregulated"
"NIBAN1",-1.57797466788337,5.74753311338518,-13.6244548460421,7.25796803228275e-21,2.82015113796749e-19,37.0668995194088,"Downregulated"
"MAP1B",-1.01507001512214,5.29222875399264,-13.6143497875183,7.52662281776473e-21,2.91835650058785e-19,37.0305832935174,"Downregulated"
"CLDN8",-5.30130032573678,7.57127465197829,-13.6129848214493,7.56367396385008e-21,2.92653545352343e-19,37.0256767758742,"Downregulated"
"HOXD1",-1.49169755095356,6.0364992942956,-13.6022614528464,7.86123512200951e-21,3.03526425552957e-19,36.9871220889206,"Downregulated"
"SRPX",-1.6116084583406,6.3048433750389,-13.5810606853683,8.484791595277e-21,3.25903029276512e-19,36.910853309116,"Downregulated"
"TEX11",-1.28185905365397,5.40261433980287,-13.5776486741609,8.58971342725278e-21,3.28883808467257e-19,36.8985733273974,"Downregulated"
